width_inches,height_inches,inventory_number,object_id,object_type,title,unique_id,artist,img_link,color_tags
,,1410,381252,Painting,Neunzehnteraugustneunzehnhundertachtundneunzig,6697670408,"Rondinone, Ugo b. 1963",https://api.collectorsystems.com/11184/objects/381252/mainimage,"{'0': '#cda459', '1': '#207c59', '2': '#f2f2eb'}"
115.25,132.0,1411,381253,Installation,Fire 2,4499796881,"Rosel, Peter b. 1966",https://api.collectorsystems.com/11184/objects/381253/mainimage,"{'0': '#e7e5cd', '1': '#a6936e', '2': '#463d2c'}"
35.0,25.0,1412,381254,Installation,Whale 4,0730512488,"Rosel, Peter b. 1966",https://api.collectorsystems.com/11184/objects/381254/mainimage,"{'0': '#89806f', '1': '#afa493', '2': '#6e5330'}"
77.0,47.0,1414,381256,Work on paper,Generic Self Portrait Reclining Position #3,1769658147,"Rosen, William",https://api.collectorsystems.com/11184/objects/381256/mainimage,"{'0': '#444444', '1': '#6c6c6c', '2': '#e9e9e9'}"
154.0,96.0,1415,381257,Painting,Ozone,0367298685,"Row, David b. 1949",https://api.collectorsystems.com/11184/objects/381257/mainimage,"{'0': '#f8f1e4', '1': '#8a050a', '2': '#d2b40b'}"
11.0,15.0,1416,381258,Work on paper,Untitled,1524970591,"Ross, Alexander b. 1960",https://api.collectorsystems.com/11184/objects/381258/mainimage,"{'0': '#7c7967', '1': '#b8b5a7', '2': '#fbfaf8'}"
64.9375,82.6875,1417.1,381259,Photographs,Portrait 1998 (Nicole Hackert),6662302971,"Ruff, Thomas b. 1958",https://api.collectorsystems.com/11184/objects/381259/mainimage,"{'0': '#c49064', '1': '#e0d5d0', '2': '#431e10'}"
44.0,62.0,1418,381260,Painting,Cane,4889173105,"Salle, David b. 1952",https://api.collectorsystems.com/11184/objects/381260/mainimage,"{'0': '#fefefe', '1': '#3d4340', '2': '#606663'}"
18.0,18.0,1213,381265,Work on paper,Robot�s First Date,2542429710,"Greenblat, Rodney Alan b. 1960",https://api.collectorsystems.com/11184/objects/381265/mainimage,"{'0': '#c6b29f', '1': '#1a3a3d', '2': '#7e6c3f'}"
18.0,18.0,1214,381266,Work on paper,Giant Road Roamer,5625021070,"Greenblat, Rodney Alan b. 1960",https://api.collectorsystems.com/11184/objects/381266/mainimage,"{'0': '#273d43', '1': '#826f4c', '2': '#ccbdb3'}"
14.0,18.0,1218,381270,Work on paper,Bar in Marlboro Country,5890209630,"Hambleton, Richard b. 1954",https://api.collectorsystems.com/11184/objects/381270/mainimage,"{'0': '#392931', '1': '#817e90', '2': '#c1c1c3'}"
41.0,38.5,1219,381271,Work on paper,Rainstorm #1,9527020434,"Hambleton, Richard b. 1954",https://api.collectorsystems.com/11184/objects/381271/mainimage,"{'0': '#537b86', '1': '#e5e9dd', '2': '#244046'}"
24.0,20.0,1721.2,381272,Photographs,Untitled VII from 'Harlemville',7043270083,"Richardson, Clare b. 1973",https://api.collectorsystems.com/11184/objects/381272/mainimage,"{'0': '#95907f', '1': '#48433d', '2': '#d5dac4'}"
24.0,20.0,1722.2,381273,Photographs,Untitled VIII from 'Harlemville',0588105849,"Richardson, Clare b. 1973",https://api.collectorsystems.com/11184/objects/381273/mainimage,"{'0': '#323537', '1': '#e0ebd5', '2': '#887265'}"
107.875,72.0625,1724,381275,Painting,Geister; Geister huschen; Schreck,2141207105,"Majewski, Antje b. 1968",https://api.collectorsystems.com/11184/objects/381275/mainimage,"{'0': '#91a0a1', '1': '#555c53', '2': '#25261e'}"
8.0,8.0,1727,381276,Painting,Untitled (Rooster),8524686339,"Kupfel, K.",https://api.collectorsystems.com/11184/objects/381276/mainimage,"{'0': '#ab958b', '1': '#b77048', '2': '#65564d'}"
87.0,47.0,1731,381278,Work on paper,The Dive,5985234659,"Lauren, Greg b. 1970",https://api.collectorsystems.com/11184/objects/381278/mainimage,"{'0': '#251f22', '1': '#a29b96', '2': '#dfdcd8'}"
72.0,40.0,1733.4,381279,Photographs,Untitled (Girls with Ball),2953060964,"Gispert, Luis b. 1972",https://api.collectorsystems.com/11184/objects/381279/mainimage,"{'0': '#d1d9ae', '1': '#383421', '2': '#2fab75'}"
60.0,40.0,1734.4,381280,Photographs,Untitled (Car girls),3754900600,"Gispert, Luis b. 1972",https://api.collectorsystems.com/11184/objects/381280/mainimage,"{'0': '#2c496a', '1': '#a3bcce', '2': '#09111f'}"
12.5,103.0,1735,381281,Installation,Axle #5,7244817788,"Matalon, Linda b. 1958",https://api.collectorsystems.com/11184/objects/381281/mainimage,"{'0': '#b9b3a6', '1': '#746556', '2': '#e9e6de'}"
5.75,4.0,1736.4,381282,Work on paper,Deseret,5170205902,"Barney, Matthew b. 1967",https://api.collectorsystems.com/11184/objects/381282/mainimage,"{'0': '#ecf5e3', '1': '#effefd', '2': '#dddeba'}"
167.0,55.0,1799,381283,Installation,Midnight,0502670858,"Fernandez, Teresita b. 1968",https://api.collectorsystems.com/11184/objects/381283/mainimage,"{'0': '#f6fbfc', '1': '#bbd3e0', '2': '#889baa'}"
59.8125,48.0625,1800,381284,Painting,"'Med lasning od ej iden borrt, Vart Kon sa foga det behofver, Och skal du lasa, gor det korrt, At saucen ej am frasa ofver / Readers'",3197386291,"Andersson, Mamma b. 1967",https://api.collectorsystems.com/11184/objects/381284/mainimage,"{'0': '#987e51', '1': '#e8d7b8', '2': '#17160e'}"
50.0,42.3125,1801.2,381285,Photographs,Untitled I; Untitled III; Untitled VII,1514168390,"Richardson, Clare b. 1973",https://api.collectorsystems.com/11184/objects/381285/mainimage,"{'0': '#e6e2e3', '1': '#5b4733', '2': '#a99067'}"
17.75,13.625,1802,381286,Installation,Serie-KS-15; Serie-KS-45,7817542821,"Hirschhorn, Thomas b. 1957",https://api.collectorsystems.com/11184/objects/381286/mainimage,"{'0': '#d3ccc5', '1': '#937867', '2': '#3a2721'}"
72.0,48.0,1804,381288,Painting,On A Clear Day You Can See Forever,6282973162,"Conway, Anna",https://api.collectorsystems.com/11184/objects/381288/mainimage,"{'0': '#556dba', '1': '#1d2e6a', '2': '#a2a3cc'}"
39.375,9.875,1805,381289,Installation,Untitled,5912907028,"Judd, Donald 1928-1994",https://api.collectorsystems.com/11184/objects/381289/mainimage,"{'0': '#ed7c04', '1': '#fcfbfb', '2': '#e4ad6b'}"
8.0,8.0,1806.365,381290,Photographs,Double Dare,9283611436,"Goicolea, Anthony b. 1971",https://api.collectorsystems.com/11184/objects/381290/mainimage,"{'0': '#ebe4db', '1': '#5a311c', '2': '#cac2b8'}"
20.375,14.4375,1807,381291,Work on paper,Penelope,7288633704,"Pardo, Jorge b. 1963",https://api.collectorsystems.com/11184/objects/381291/mainimage,"{'0': '#696b28', '1': '#45352b', '2': '#d3c7a5'}"
40.0,30.0,1873.3,381293,Photographs,Untitled Film Still - Hans Und Grete (Pipe Bomb),2936435561,"de Beer, Sue b. 1973",https://api.collectorsystems.com/11184/objects/381293/mainimage,"{'0': '#050f2c', '1': '#959a85', '2': '#443f49'}"
11.0,14.5,1876,381295,Work on paper,The Pink Pavillion,9037850773,"Sikander, Shahzia b. 1969",https://api.collectorsystems.com/11184/objects/381295/mainimage,"{'0': '#ada39f', '1': '#bda78f', '2': '#927459'}"
9.5,8.0,1877,381296,Work on paper,United World Corp.,8401256944,"Sikander, Shahzia b. 1969",https://api.collectorsystems.com/11184/objects/381296/mainimage,"{'0': '#604a42', '1': '#2a1c1a', '2': '#ddd0c9'}"
12.75,16.5,1878,381297,Work on paper,2003,2669931532,Amann,https://api.collectorsystems.com/11184/objects/381297/mainimage,"{'0': '#31352d', '1': '#7a663a', '2': '#aebaaf'}"
15.0,120.0,1886,381299,Installation,Balance,2225632798,"Dean, Stephen b. 1968",https://api.collectorsystems.com/11184/objects/381299/mainimage,"{'0': '#fbe7de', '1': '#908181', '2': '#dbc0b7'}"
8.25,11.6875,1887.47,381300,Work on paper,Sevilla,8437409211,"Szczesny, Stefan b. 1951",https://api.collectorsystems.com/11184/objects/381300/mainimage,"{'0': '#89a480', '1': '#64342c', '2': '#e7ebe5'}"
40.0,30.0,1888.1,381301,Photographs,Shell Seekers,8941830039,"Subramanian, Lila",https://api.collectorsystems.com/11184/objects/381301/mainimage,"{'0': '#474332', '1': '#e4e2e2', '2': '#b6b2a4'}"
40.0,30.0,1889.1,381302,Photographs,Paradise Lost,0189290852,"Subramanian, Lila",https://api.collectorsystems.com/11184/objects/381302/mainimage,"{'0': '#9a7954', '1': '#1c2652', '2': '#b59368'}"
40.0,30.0,1890.1,381303,Photographs,Lost Wood,5559467787,"Subramanian, Lila",https://api.collectorsystems.com/11184/objects/381303/mainimage,"{'0': '#90827b', '1': '#ccc8d6', '2': '#5c4837'}"
40.0,30.0,1891.1,381304,Photographs,Frozen Marsh,8360585388,"Subramanian, Lila",https://api.collectorsystems.com/11184/objects/381304/mainimage,"{'0': '#504944', '1': '#7d7770', '2': '#d9d3cb'}"
,20.0,1562,381328,Work on paper,Anarchy Target I,1118536235,"Periton, Simon b. 1964",https://api.collectorsystems.com/11184/objects/381328/mainimage,"{'0': '#c07a7d', '1': '#920f21', '2': '#dcd7d5'}"
60.0,40.0,1566.6,381332,Photographs,Not Afraid of Love,2344948135,"Cattelan, Maurizio b. 1960",https://api.collectorsystems.com/11184/objects/381332/mainimage,"{'0': '#b2b5b7', '1': '#707973', '2': '#20251c'}"
14.375,19.0,1567,381333,Work on paper,Elusive Realities,5003856664,"Sikander, Shahzia b. 1969",https://api.collectorsystems.com/11184/objects/381333/mainimage,"{'0': '#a7a2a8', '1': '#3e3847', '2': '#f6f7f4'}"
26.0,19.125,1569,381335,Painting,Battersea,6558134166,"Raho, Alessandro b. 1971",https://api.collectorsystems.com/11184/objects/381335/mainimage,"{'0': '#49604f', '1': '#729984', '2': '#99c0ab'}"
2.6875,3.9375,1571,381337,Work on paper,The Fence (#509),1961372101,"Tuymans, Luc b. 1958",https://api.collectorsystems.com/11184/objects/381337/mainimage,"{'0': '#b0ac83', '1': '#cececc', '2': '#9e8e64'}"
7.625,9.8125,1572,381338,Work on paper,Untitled (#514),3583815181,"Tuymans, Luc b. 1958",https://api.collectorsystems.com/11184/objects/381338/mainimage,"{'0': '#c5bd99', '1': '#d2d3a7', '2': '#b5996e'}"
8.25,11.4375,1573,381339,Work on paper,Untitled (#633),2437397368,"Tuymans, Luc b. 1958",https://api.collectorsystems.com/11184/objects/381339/mainimage,"{'0': '#c4bda4', '1': '#cbac7a', '2': '#bea06e'}"
37.75,21.25,1121,381341,Work on paper,Untitled (Cogent Shuddering),9332282676,"de Monchaux, Cathy b. 1960",https://api.collectorsystems.com/11184/objects/381341/mainimage,"{'0': '#a1938a', '1': '#e2e0da', '2': '#d4cec8'}"
,,1123,381343,Work on paper,Freedom And A.I.D.S.: Freedom Ain�t Free (Freedom Came In And Aids Came With It),8627916148,"Dial, Thornton b. 1928",https://api.collectorsystems.com/11184/objects/381343/mainimage,"{'0': '#727967', '1': '#a7ad9a', '2': '#cbd2c0'}"
21.5,33.0,1124,381344,Work on paper,Untitled,2848921463,"Diebenkorn, Richard 1922-1993",https://api.collectorsystems.com/11184/objects/381344/mainimage,"{'0': '#918374', '1': '#d9cbbc', '2': '#efebe4'}"
56.5,36.5,1125,381345,Work on paper,Untitled,3650621540,"Dill, Laddie John b. 1943",https://api.collectorsystems.com/11184/objects/381345/mainimage,"{'0': '#1c2635', '1': '#5c4f61', '2': '#b87f81'}"
29.5,41.5,1126,381346,Work on paper,Untitled (Robe) VII,9234534059,"Dine, Jim b. 1935",https://api.collectorsystems.com/11184/objects/381346/mainimage,"{'0': '#754042', '1': '#602931', '2': '#38415d'}"
18.0,21.0,1128.Edition,381348,Work on paper,Carnegie Heart,8256603080,"Dine, Jim b. 1935",https://api.collectorsystems.com/11184/objects/381348/mainimage,"{'0': '#c3d0c1', '1': '#313130', '2': '#b06237'}"
72.0,66.0,1129,381349,Painting,A Channel (The Paris Conversation with P.W.),2169484392,"Dine, Jim b. 1935",https://api.collectorsystems.com/11184/objects/381349/mainimage,"{'0': '#bebebe', '1': '#5e5e5e', '2': '#111111'}"
119.3125,78.75,1130,381350,Painting,Bomb Island,0954065688,"Doig, Peter b. 1959",https://api.collectorsystems.com/11184/objects/381350/mainimage,"{'0': '#8e6e26', '1': '#4f471b', '2': '#ce8e2e'}"
108.25,78.75,1131,381351,Painting,Figure in Landscape (Blue Mountain),2951481278,"Doig, Peter b. 1959",https://api.collectorsystems.com/11184/objects/381351/mainimage,"{'0': '#a0b5ae', '1': '#d5d2c5', '2': '#bfc3b8'}"
50.375,50.375,1654.5,381353,Photographs,Fullmoon@Luzier,6385997912,"Almond, Darren b. 1971",https://api.collectorsystems.com/11184/objects/381353/mainimage,"{'0': '#6f645a', '1': '#d6d1cb', '2': '#382f2b'}"
50.375,50.375,1655.5,381354,Photographs,Fullmoon@Glacier des Bossons,3171011570,"Almond, Darren b. 1971",https://api.collectorsystems.com/11184/objects/381354/mainimage,"{'0': '#0f0e11', '1': '#6c6d67', '2': '#a9a59e'}"
50.375,50.375,1656.5,381355,Photographs,Fullmoon@Giettaz,1460007678,"Almond, Darren b. 1971",https://api.collectorsystems.com/11184/objects/381355/mainimage,"{'0': '#2a2522', '1': '#c9c1b2', '2': '#685e56'}"
36.0,24.0,1658,381357,Installation,Esplanade' Fruehstuecksaal Relief,4435800146,"Rehnig, Otto",https://api.collectorsystems.com/11184/objects/381357/mainimage,"{'0': '#c0bc9c', '1': '#fdfdfc', '2': '#dad7c0'}"
30.0,32.0,1280,381365,Painting,Study for Sunday,1222419930,"Larmon, Kevin b. 1955",https://api.collectorsystems.com/11184/objects/381365/mainimage,"{'0': '#504335', '1': '#b8a7ae', '2': '#756f76'}"
54.0,72.0,1281,381366,Painting,Theories About Exotica,1873405496,"Lasker, Jonathan b. 1948",https://api.collectorsystems.com/11184/objects/381366/mainimage,"{'0': '#3b3025', '1': '#d7d0c6', '2': '#836b3d'}"
96.0,68.0,1282,381367,Painting,Swank Sadness,4511775730,"Lasker, Jonathan b. 1948",https://api.collectorsystems.com/11184/objects/381367/mainimage,"{'0': '#686190', '1': '#6c3526', '2': '#d5c1cd'}"
6.0,4.5,1283,381368,Work on paper,Untitled,5532661743,"Lasker, Jonathan b. 1948",https://api.collectorsystems.com/11184/objects/381368/mainimage,"{'0': '#e7e4ee', '1': '#6a86d2', '2': '#933843'}"
74.25,87.0,1286,381371,Painting,The Right Stuff,0149020468,"Lee, Colin b. 1953",https://api.collectorsystems.com/11184/objects/381371/mainimage,"{'0': '#787788', '1': '#211e28', '2': '#4a4857'}"
10.0,7.0,1287,381372,Installation,Crown,0441194603,"Lemieux, Annette b. 1957",https://api.collectorsystems.com/11184/objects/381372/mainimage,"{'0': '#7b7980', '1': '#2a291f', '2': '#d9d4dc'}"
128.25,65.5,2012PC,463852,Installation,Progress in Love on the Slow Side by Jean Paulham,4578056474,"Chan, Paul b. 1973 in Hong Kong",https://api.collectorsystems.com/11184/objects/463852/mainimage,"{'0': '#edeff2', '1': '#b5b2b1', '2': '#444e5d'}"
8.5,11.0,2012GF,464388,Painting,"From Jess (date unknown, erased)",2746058768,"Fogel, Glen b. 1977",https://api.collectorsystems.com/11184/objects/464388/mainimage,"{'0': '#16171b', '1': '#d4d6d5', '2': '#dedfdf'}"
15.0,12.0,2012SK_1,464817,Work on paper,Bearded clam,1124027360,"Kahn, Stanya",https://api.collectorsystems.com/11184/objects/464817/mainimage,"{'0': '#d2d3d5', '1': '#7c7d7f', '2': '#aaabad'}"
39.375,31.5,2012nh,464913,Works on Paper,Lendoda yimifino,2976203581,"Hlobo, Nicholas b. 1975, Cape Town, Sout Africa",https://api.collectorsystems.com/11184/objects/464913/mainimage,"{'0': '#e4e9ea', '1': '#bebfc2', '2': '#707073'}"
79.0,105.0,2012MW,465055,Installation,Empire,0415075106,"Weatherford, Mary b. 1963, Ojai, CA",https://api.collectorsystems.com/11184/objects/465055/mainimage,"{'0': '#22171c', '1': '#7f6568', '2': '#d5d1d2'}"
15.0,12.0,2012SK_2,465105,Work on paper,no kidding,3697737942,"Kahn, Stanya",https://api.collectorsystems.com/11184/objects/465105/mainimage,"{'0': '#d3d4d6', '1': '#aeafb0', '2': '#7e7e80'}"
16.0,20.0,2012TA,465323,Book,[2.3],9439475397,"Auerbach, Tauba b. 1981",https://api.collectorsystems.com/11184/objects/465323/mainimage,"{'0': '#62a1b2', '1': '#845933', '2': '#ebecea'}"
16.5,20.5,2012KA,465325,Photographs,Chrysler Spire 2007,7633119466,"Alaburda, Kim",https://api.collectorsystems.com/11184/objects/465325/mainimage,"{'0': '#071a76', '1': '#73748c', '2': '#d4d5e4'}"
16.5,20.5,2012KA_2,465327,Photographs,Speyer's Spire 75th floor ,5450330376,"Alaburda, Kim",https://api.collectorsystems.com/11184/objects/465327/mainimage,"{'0': '#382e2d', '1': '#6f5f5c', '2': '#eddfc9'}"
16.0,18.0,2012JBwc1,467141,Work on paper,"White Columns 2012 Print Portfolio ""One Color""",1336491284,"Bradley, Joe b. 1975",https://api.collectorsystems.com/11184/objects/467141/mainimage,"{'0': '#ececec', '1': '#8e8d8d', '2': '#171617'}"
14.125,23.25,2012NLwc2,467163,Work on paper,"White Columns 2012 Print Portfolio ""One Color""",0937814006,"Lowman, Nate b. 1979",https://api.collectorsystems.com/11184/objects/467163/mainimage,"{'0': '#303440', '1': '#84868d', '2': '#f1f2f1'}"
21.0,26.25,2012KGwc3,467168,Work on paper,"White Columns 2012 Print Portfolio ""One Color""",7971447509,"Gordon, Kim",https://api.collectorsystems.com/11184/objects/467168/mainimage,"{'0': '#fcfcfc', '1': '#d3d3d3', '2': '#e4e4e4'}"
18.0,22.0,2012AMcEwc4,467170,Work on paper,"White Columns 2012 Print Portfolio ""One Color""",4069754154,"McEwen, Adam b. 1965, London",https://api.collectorsystems.com/11184/objects/467170/mainimage,"{'0': '#f4f4f1', '1': '#2e2c2b', '2': '#a8a6a4'}"
16.75,12.75,2012KLwc5,468009,Work on paper,"White Columns 2012 Print Portfolio ""One Color"" ",7835489454,"Liden, Klara",https://api.collectorsystems.com/11184/objects/468009/mainimage,"{'0': '#3c3e40', '1': '#80858a', '2': '#d3d5d4'}"
18.0,24.5,2012NRwc6,468010,Work on paper,"White Columns 2012 Print Portfolio ""One Color"" ",7680329098,"Relph, Nick",https://api.collectorsystems.com/11184/objects/468010/mainimage,"{'0': '#02359b', '1': '#4e74b6', '2': '#c1d4ec'}"
,,2012TF,476939,Decorative Arts,Artists for Azuero ,9023065025,"Fernandez, Teresita b. 1968",https://api.collectorsystems.com/11184/objects/476939/mainimage,"{'0': '#dbd9e1', '1': '#986f8a', '2': '#010102'}"
,,2012ER,476942,Decorative Arts,Artists for Azuero ,7360734548,"Ruscha, Ed b. 1937",https://api.collectorsystems.com/11184/objects/476942/mainimage,"{'0': '#e0e1e4', '1': '#8c7665', '2': '#010101'}"
,,2012AG,478316,Decorative Arts,Artists for Azuero ,3265517666,"Gornik, April ",https://api.collectorsystems.com/11184/objects/478316/mainimage,"{'0': '#d6d7d9', '1': '#000001', '2': '#46433f'}"
,,2013-JIS_3,529837,Paintings,Untitled ,3104081489,"Alys, Francis b. 1959",https://api.collectorsystems.com/11184/objects/529837/mainimage,"{'0': '#26354b', '1': '#9ea09b', '2': '#e2e3e3'}"
,,2013-JIS_4,531302,Prints,ALL THE EVIL IN MEN,9354209768,"Ogolter, Martin",https://api.collectorsystems.com/11184/objects/531302/mainimage,"{'0': '#6e7171', '1': '#3d3e40', '2': '#e6c6a5'}"
66.0,75.0,2013-JIS_7,533733,Painting,'Face',5159296035,"Taylor, Henry b. 1958",https://api.collectorsystems.com/11184/objects/533733/mainimage,"{'0': '#c0cee3', '1': '#a79e93', '2': '#352c27'}"
16.0,12.0,2013-JIS_14,536327,Book,VARSHA,5359170433,"Shettar, Ranjani",https://api.collectorsystems.com/11184/objects/536327/mainimage,"{'0': '#7e756d', '1': '#95897e', '2': '#655f56'}"
6.5,9.5,2013-JIS_16,536335,Book,space that saw (platform for a performance in two parts),9460059722,"Nelson, Mike",https://api.collectorsystems.com/11184/objects/536335/mainimage,"{'0': '#b19d8d', '1': '#7e6857', '2': '#9e8b7b'}"
16.0,18.0,2013-JIS_13,536358,Prints,Cityscapes,3911072737,"Hefuna, Susan",https://api.collectorsystems.com/11184/objects/536358/mainimage,"{'0': '#d7d8da', '1': '#858686', '2': '#323331'}"
30.5,40.5,2013-JIS_17,536362,Posters,The City and the Storm,6918900159,"Baan, Iwan",https://api.collectorsystems.com/11184/objects/536362/mainimage,"{'0': '#90877f', '1': '#beb4a5', '2': '#625954'}"
105.0,84.0,2013-JIS_18,544062,Work on paper,And We Begin to Let Go,8886841368,"Akunyili, Njideka b. 1983, Enugu, Nigeria",https://api.collectorsystems.com/11184/objects/544062/mainimage,"{'0': '#a0744a', '1': '#36393b', '2': '#c3d6c4'}"
8.0,10.5,2013-JIS_19,555405,Work on paper,"""1""",9478509991,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/555405/mainimage,"{'0': '#e2ddd8', '1': '#4a4a4b', '2': '#8f8f8c'}"
72.0625,108.0625,2013-JIS_21,585494,Painting,"man stood on ice holding a dead duck (off hoo ness, river medway 1963) (version 2)",6865022965,"Childish, Billy b. 1959",https://api.collectorsystems.com/11184/objects/585494/mainimage,"{'0': '#bebfb8', '1': '#547973', '2': '#354132'}"
59.0,83.25,2013-JIS_22,588692,Installation,Baguette and Crab,4646813786,"Frantz, Egan 1986",https://api.collectorsystems.com/11184/objects/588692/mainimage,"{'0': '#979282', '1': '#b3b0a4', '2': '#d1d1c7'}"
120.25,13.25,2013-JIS_25,594281,Installation,Swell,4769176644,"Feher, Tony",https://api.collectorsystems.com/11184/objects/594281/mainimage,"{'0': '#bdbebd', '1': '#cccece', '2': '#848380'}"
153.5625,51.1875,2013-JIS_26,595767,Installation,Philosophers and Shrinks (Venice),9364285468,"Marti, Fabian",https://api.collectorsystems.com/11184/objects/595767/mainimage,"{'0': '#9d8381', '1': '#dbd9d6', '2': '#5c3535'}"
36.625,60.25,2013-JIS_27,595845,Painting,Untitled,1524304742,"Lakomy, Piotr b. 1984",https://api.collectorsystems.com/11184/objects/595845/mainimage,"{'0': '#ebe9ec', '1': '#636e72', '2': '#808c93'}"
51.125,65.0,2013-JIS_28,600097,Painting,I love you (Pink stick in Blue),5397411974,"Renggli, David b. 1974, Zurich, Switzerland",https://api.collectorsystems.com/11184/objects/600097/mainimage,"{'0': '#b83055', '1': '#d7c4c9', '2': '#253bb9'}"
50.375,85.0,2013-JIS_30,604592,Installation,Plastik Fantastisch,0338230752,"Ozbolt, Djordje b. 1967, Belgrade, RS",https://api.collectorsystems.com/11184/objects/604592/mainimage,"{'0': '#d6d6d8', '1': '#ececeb', '2': '#8b836f'}"
45.5,57.0,2013-JIS_31,609661,Photographs,Kiddie Pool,0064156043,"Blalock, Lucas",https://api.collectorsystems.com/11184/objects/609661/mainimage,"{'0': '#40373d', '1': '#a8c9e0', '2': '#729ebf'}"
12.5,17.5,2013-JIS_32,609668,Prints,Small Red Curve,2124559550,"Kelly, Ellsworth",https://api.collectorsystems.com/11184/objects/609668/mainimage,"{'0': '#df2c2b', '1': '#e4d0c2', '2': '#f3eade'}"
20.0,26.625,2013-JIS_33,609890,Photographs,Avian Dance,8359229666,"Muniz, Vik b. 1961",https://api.collectorsystems.com/11184/objects/609890/mainimage,"{'0': '#d55102', '1': '#eb640b', '2': '#fa7419'}"
85.0,116.0,2013-JIS_35,612233,Installation,Dirty Field (Breezy),5868823893,"Betbeze, Anna b. 1980, Mobile, AL",https://api.collectorsystems.com/11184/objects/612233/mainimage,"{'0': '#d6d8d8', '1': '#0994b9', '2': '#744c1c'}"
,,2013-JIS_36,613464,Installation,"Wall Drawing #744:  Arcs 6"" (15cm) wide, from four corners, with alternating bands of color ink washes",1640905098,"LeWitt, Sol 1928-2007",https://api.collectorsystems.com/11184/objects/613464/mainimage,"{'0': '#cfccd1', '1': '#977866', '2': '#352a28'}"
108.0,72.0,2013-JIS_37,620160,Installation,Resolution 3: Get to Know the Frankfurt School,9085028158,"Gates, Theaster b. 1973",https://api.collectorsystems.com/11184/objects/620160/mainimage,"{'0': '#ecebed', '1': '#884a4f', '2': '#6c3036'}"
30.0,30.0,2013-JIS_41,633474,Painting,Nelson Mandela,8962297776,"Zhuo, Enxu",https://api.collectorsystems.com/11184/objects/633474/mainimage,"{'0': '#433534', '1': '#e0c4a0', '2': '#a87e4b'}"
27.25,34.5,2014-JIS_02,638882,Work on paper,Fisherman,6910793992,"Doig, Peter b. 1959",https://api.collectorsystems.com/11184/objects/638882/mainimage,"{'0': '#7c775f', '1': '#211a20', '2': '#d3ccb8'}"
50.375,64.1875,2014-JIS_03,641092,Work on paper,Calendar boat 3,1448292818,"Sietsema, Paul b. 1968",https://api.collectorsystems.com/11184/objects/641092/mainimage,"{'0': '#7a6769', '1': '#f6f5ef', '2': '#ab958f'}"
40.0,96.0,2014-JIS_04,641812,Photographs,Untitled,3893206970,"Kolbo, Josh  b. 1984, Philadelphia, PA",https://api.collectorsystems.com/11184/objects/641812/mainimage,"{'0': '#f1efed', '1': '#372521', '2': '#ac856b'}"
150.375,87.875,2014-JIS_06,642163,Painting,Black Wall 14,8036282407,"Wilkinson, Michael b. 1965",https://api.collectorsystems.com/11184/objects/642163/mainimage,"{'0': '#7d7770', '1': '#e7e6e4', '2': '#121212'}"
48.0,53.875,2014-JIS_07,642173,Painting,Real Abstraction (mirror) 5,7513799019,"Wilkinson, Michael b. 1965",https://api.collectorsystems.com/11184/objects/642173/mainimage,"{'0': '#d1d5d6', '1': '#babdbe', '2': '#e7e8e8'}"
30.0,36.0,2014-JIS_08,642379,Photographs,"Abigail reading Angela Davis (An Autobiography, 1974) from the series Reading Women",6876085816,"Schneider, Carrie",https://api.collectorsystems.com/11184/objects/642379/mainimage,"{'0': '#928a76', '1': '#625941', '2': '#c1bbb2'}"
30.0,36.0,2014-JIS_09,642384,Photographs,"Cauleen reading Gwendolyn Brooks (Blacks, pub. 2008) from the series Reading Women",6096163302,"Schneider, Carrie",https://api.collectorsystems.com/11184/objects/642384/mainimage,"{'0': '#464a46', '1': '#9a9f9c', '2': '#e0e6e7'}"
30.0,36.0,2014-JIS_10,642386,Photographs,"Val reading Catherine Malabou (Changing Difference, 2009) from the series Reading Women (2012-2014)",3023579426,"Schneider, Carrie",https://api.collectorsystems.com/11184/objects/642386/mainimage,"{'0': '#1d1411', '1': '#737571', '2': '#e4e5eb'}"
30.0,36.0,2014-JIS_11,642391,Photographs,"Bianca reading Sylvia Plath (Ariel, 1965) from the series Reading Women",7757717531,"Schneider, Carrie",https://api.collectorsystems.com/11184/objects/642391/mainimage,"{'0': '#b2af9f', '1': '#7a6c56', '2': '#252c25'}"
100.5625,88.5625,2014-JIS_12,642442,Painting,YOU,0969210894,"Tompkins, Sue b. 1971, Leighton Buzzard",https://api.collectorsystems.com/11184/objects/642442/mainimage,"{'0': '#ebeae7', '1': '#090a0e', '2': '#2d768a'}"
72.0,96.0,2014-JIS_14,645791,Photographs,DNA Study: III,2710688877,"Binion, McArthur b. 1946, Macon, MS",https://api.collectorsystems.com/11184/objects/645791/mainimage,"{'0': '#afafb1', '1': '#666468', '2': '#e1e2e2'}"
456.0,31.0,2014-JIS_17,654717,Photographs,Flat Death,6169724413,"Cwynar, Sara b. 1985, Vancouver, BC, Canada",https://api.collectorsystems.com/11184/objects/654717/mainimage,"{'0': '#f9f9f8', '1': '#a69479', '2': '#edecea'}"
192.0,120.0,2014-JIS_19,661359,Painting,Untitled,3573567736,"Williams, John  b. 1976, Lives & works in Los Angeles",https://api.collectorsystems.com/11184/objects/661359/mainimage,"{'0': '#e3e2dd', '1': '#a1a69b', '2': '#364c52'}"
